highalch,members,name,examine,id,value,icon,lowalch,limit
1.0,True,Candle,A candle.,36,3,Candle.png,1.0,40.0
9.0,True,Candle lantern (black),A candle in a glass cage.,4532,15,Candle lantern (black).png,6.0,100.0
9.0,True,Candle lantern (white),A candle in a glass cage.,4529,15,Candle lantern (white).png,6.0,40.0
112500.0,True,Cannon barrels,The barrels of the multicannon.,10,187500,Cannon barrels.png,75000.0,70.0
112500.0,True,Cannon base,The cannon is built on this.,6,187500,Cannon base.png,75000.0,70.0
112500.0,True,Cannon furnace,This powers the multicannon.,12,187500,Cannon furnace.png,75000.0,70.0
112500.0,True,Cannon stand,The mounting for the multicannon.,8,187500,Cannon stand.png,75000.0,70.0
3.0,True,Cannonball,Ammo for the Dwarf Cannon.,2,5,Cannonball.png,2.0,11000.0
3000.0,True,Cape of skulls,Lets the person behind you know that you mean business.,23351,5000,Cape of skulls.png,2000.0,8.0
1.0,True,Carrallanger teleport (tablet),"A teleport to Carrallanger, in level 19 Wilderness.",12776,1,Carrallanger teleport (tablet).png,1.0,10000.0
6.0,True,Carved oak bench (flatpack),How does it all fit in there?,8566,10,Carved oak bench (flatpack).png,4.0,500.0
6.0,True,Carved oak magic wardrobe (flatpack),Carved oak magic wardrobe.,9853,10,Carved oak magic wardrobe (flatpack).png,4.0,500.0
6.0,True,Carved oak table (flatpack),How does it all fit in there?,8552,10,Carved oak table (flatpack).png,4.0,500.0
6.0,True,Carved teak bench (flatpack),How does it all fit in there?,8570,10,Carved teak bench (flatpack).png,4.0,500.0
6.0,True,Carved teak magic wardrobe (flatpack),Carved teak magic wardrobe.,9855,10,Carved teak magic wardrobe (flatpack).png,4.0,500.0
6.0,True,Carved teak table (flatpack),How does it all fit in there?,8556,10,Carved teak table (flatpack).png,4.0,500.0
30.0,True,Casket,I hope there's treasure in it.,405,50,Casket.png,20.0,50.0
1005.0,False,Castle wars bracelet(3),Must be worn as you enter the game to receive the bonus for that game.,11079,1675,Castle wars bracelet.png,670.0,10000.0
1440.0,True,Cat mask,Miaow!,12361,2400,Cat mask.png,960.0,4.0
1.0,True,Catalytic talisman,A mysterious power emanates from the talisman...,26798,1,Catalytic talisman.png,1.0,40.0
1.0,True,Catalytic tiara,A tiara infused with the properties of every catalytic rune.,26801,1,Catalytic tiara.png,1.0,40.0
1.0,True,Catherby teleport (tablet),A teleport to Catherby.,24961,1,Catherby teleport (tablet).png,1.0,10000.0
120.0,True,Cavalier mask,I hope I don't meet any roundheads...,11280,200,Cavalier mask.png,80.0,150.0
9.0,True,Cave eel,It's a bit slimy.,5003,15,Cave eel.png,6.0,10000.0
12.0,True,Cave goblin wire,Wire found in Dorgesh-Kaan.,10981,20,Cave goblin wire.png,8.0,11000.0
30.0,True,Caviar,"Caviar, or expensive fishy eggs.",11326,50,Caviar.png,20.0,13000.0
270.0,True,Celastrus bark,"A length of celastrus wood, ready for fletching.",22935,450,Celastrus bark.png,180.0,12000.0
1.0,True,Celastrus sapling,This sapling is ready to be replanted in a Celastrus patch.,22856,1,Celastrus sapling.png,1.0,200.0
324.0,True,Celastrus seed,For growing a Celastrus tree.,22869,540,Celastrus seed 5.png,216.0,200.0
1.0,True,Cemetery teleport (tablet),A teleport to the Cemetery in level 31 Wilderness.,19627,1,Cemetery teleport (tablet).png,1.0,10000.0
54.0,False,Chaos rune,Used for low level missile spells.,562,90,Chaos rune.png,36.0,18000.0
2.0,True,Chaos talisman,A mysterious power emanates from the talisman...,1452,4,Chaos talisman.png,1.0,11000.0
60.0,True,Chaos tiara,A tiara infused with the properties of chaos.,5543,100,Chaos tiara.png,40.0,40.0
27.0,False,Charcoal,A lump of charcoal.,973,45,Charcoal.png,18.0,13000.0
1.0,True,Charge dragonstone jewellery scroll,A scroll for charging dragonstone jewellery.,20238,1,Charge dragonstone jewellery scroll.png,1.0,10000.0
2.0,False,Cheese,It's got holes in it.,1985,4,Cheese.png,1.0,13000.0
1.0,True,Cheese+tom batta,This smells really good.,2259,2,Cheese+tom batta.png,1.0,6000.0
1.0,True,Chef's delight,"A fruity, full-bodied ale.",5755,2,Chef's delight.png,1.0,2000.0
6.0,True,Chef's delight (flatpack),How does it all fit in there?,8526,10,Chef's delight (flatpack).png,4.0,500.0
1.0,True,Chef's delight(4),This keg contains 4 pints of Chef's Delight.,5833,1,Chef's delight(4).png,1.0,2000.0
1.0,True,Chef's delight(m),This looks a good deal stronger than normal Chef's Delight.,5757,2,Chef's delight(m).png,1.0,2000.0
1.0,True,Chef's delight(m4),This keg contains 4 pints of mature Chef's Delight.,5913,1,Chef's delight(m4).png,1.0,2000.0
1.0,False,Chef's hat,What a silly hat.,1949,2,Chef's hat.png,1.0,150.0
7.0,True,Chilli con carne,A bowl of meat in chilli-con-carne sauce.,7062,13,Chilli con carne.png,5.0,13000.0
7.0,True,Chilli potato,A baked potato with chilli con carne.,7054,13,Chilli potato.png,5.0,13000.0
84.0,True,Chinchompa,Handle with care.,10033,140,Chinchompa.png,56.0,7000.0
1.0,False,Chisel,Good for detailed Crafting.,1755,1,Chisel.png,1.0,40.0
18.0,True,Choc saturday,A warm creamy alcoholic beverage.,2074,30,Choc saturday.png,12.0,2000.0
18.0,True,Choc-ice,Better eat this before it melts.,6794,30,Choc-ice.png,12.0,6000.0
1.0,True,Chocchip crunchies,Yum... smells good.,2209,2,Chocchip crunchies.png,1.0,6000.0
6.0,False,Chocolate bar,Mmmmmmm chocolate.,1973,10,Chocolate bar.png,4.0,13000.0
1.0,True,Chocolate bomb,"Full of creamy, chocolately goodness.",2185,2,Chocolate bomb.png,1.0,6000.0
42.0,False,Chocolate cake,This looks very tasty.,1897,70,Chocolate cake.png,28.0,6000.0
1.0,False,Chocolate dust,It's ground up chocolate.,1975,2,Chocolate dust.png,1.0,13000.0
4.0,True,Chopped garlic,A bowl of chopped garlic.,7074,7,Chopped garlic.png,2.0,13000.0
1.0,True,Chopped onion,A mixture of onions in a bowl.,1871,3,Chopped onion.png,1.0,11000.0
1.0,True,Chopped tomato,A mixture of tomatoes in a bowl.,1869,3,Chopped tomato.png,1.0,11000.0
62.0,True,Chopped tuna,A bowl of finely chopped tuna.,7086,104,Chopped tuna.png,41.0,13000.0
3.0,True,Chopped ugthanki,Strips of ugthanki meat in a bowl.,1873,5,Chopped ugthanki.png,2.0,11000.0
1.0,False,Christmas cracker,I need to pull this.,962,1,Christmas cracker.png,1.0,50.0
1.0,True,Chromium ingot,A dense clump of corroded metal.,28276,1,Chromium ingot.png,1.0,8.0
1.0,True,Cider,A glass of cider.,5763,2,Cider.png,1.0,2000.0
6.0,True,Cider barrel (flatpack),How does it all fit in there?,8518,10,Cider barrel (flatpack).png,4.0,500.0
1.0,True,Cider(4),This keg contains 4 pints of Cider.,5849,1,Cider(4).png,1.0,2000.0
1.0,True,Cider(m4),This keg contains 4 pints of mature Cider.,5929,1,Cider(m4).png,1.0,2000.0
36.0,True,Circular hide,A toughened chunk of dagannoth hide.,6169,60,Circular hide.png,24.0,11000.0
3.0,True,Citizen shoes,Ghetto disguise!,9644,5,Citizen shoes.png,2.0,150.0
3.0,True,Citizen top,Ghetto disguise!,9640,5,Citizen top.png,2.0,150.0
3.0,True,Citizen trousers,Ghetto disguise!,9642,5,Citizen trousers.png,2.0,150.0
1.0,True,Claws of callisto,"The claws of a great bear. They seem to maintain some of his power, somehow.",27667,1,Claws of callisto.png,1.0,
1.0,False,Clay,Some hard dry clay.,434,1,Clay.png,1.0,13000.0
36.0,True,Cleaning cloth,A spirit soaked piece of silk which can be used to remove poison.,3188,60,Cleaning cloth.png,24.0,40.0
15360.0,True,Cleaver,An effective tool for chopping tough meat.,7451,25600,Cleaver.png,10240.0,50.0
7.0,True,Climbing boots,Boots made for climbing.,3105,12,Climbing boots.png,4.0,200.0
45000.0,True,Climbing boots (g),Boots made for climbing. Nice trim!,23413,75000,Climbing boots (g).png,30000.0,4.0
300.0,True,Clockwork,A clockwork mechanism.,8792,500,Clockwork.png,200.0,11000.0
1.0,True,Clothes pouch,A pouch for your dirty work clothes!,28163,1,Clothes pouch.png,1.0,
1.0,True,Clothes pouch blueprint,A step-by-step guide to crafting your very own clothes pouch!,28166,1,Clothes pouch blueprint.png,1.0,
1.0,True,Clover insignia,I wonder how these can be used to attract a leprechaun?,28181,1,Clover insignia.png,1.0,
6.0,True,Clue box,Protects your clue scroll if you die.,12789,10,Clue box.png,4.0,50.0
27.0,False,Coal,Hmm a non-renewable energy source!,453,45,Coal.png,18.0,13000.0
1.0,True,Cocktail glass,For sipping cocktails.,2026,1,Cocktail glass.png,1.0,13000.0
1.0,True,Cocktail guide,A book on tree gnome cocktails.,2023,2,Cocktail guide.png,1.0,15.0
1.0,True,Cocktail shaker,Used for mixing cocktails.,2025,2,Cocktail shaker.png,1.0,40.0
52.0,True,Coconut,It's a coconut.,5974,87,Coconut.png,34.0,11000.0
1.0,True,Coconut milk,A vial filled with coconut milk,5935,1,Coconut milk.png,1.0,11000.0
6.0,True,Cod,Some nicely cooked cod.,339,10,Cod.png,4.0,6000.0
120.0,False,Coif,Light weight head protection.,1169,200,Coif.png,80.0,125.0
12624.0,True,Combat bracelet,You will need to recharge the bracelet at the Legends Guild.,11126,21040,Combat bracelet.png,8416.0,10000.0
12624.0,True,Combat bracelet(4),A handy way to get around.,11118,21040,Combat bracelet(4).png,8416.0,10000.0
12624.0,True,Combat bracelet(6),A handy way to get around.,11972,21040,Combat bracelet(6).png,8416.0,10000.0
31.0,True,Combat mix(1),One dose of fishy combat potion.,11447,52,Combat mix(1).png,20.0,2000.0
63.0,True,Combat mix(2),Two doses of fishy combat potion.,11445,105,Combat mix(2).png,42.0,2000.0
42.0,True,Combat potion set,"A set containing 4-dose vials of Attack, Strength and Defence potions.",13064,70,Combat potion set.png,28.0,2000.0
31.0,True,Combat potion(1),1 dose of combat potion.,9745,52,Combat potion(1).png,20.0,2000.0
63.0,True,Combat potion(2),2 doses of combat potion.,9743,105,Combat potion(2).png,42.0,2000.0
96.0,True,Combat potion(3),3 doses of combat potion.,9741,160,Combat potion(3).png,64.0,2000.0
129.0,True,Combat potion(4),4 doses of combat potion.,9739,215,Combat potion(4).png,86.0,2000.0
7.0,True,Common kebbit fur,Common fur from a common kebbit.,10121,12,Common kebbit fur.png,4.0,10000.0
1.0,True,Common tench,The most common of the tench.,22829,3,Common tench.png,1.0,13000.0
108.0,True,Comp ogre bow,A composite ogre bow.,4827,180,Comp ogre bow.png,72.0,70.0
12.0,True,Compost,"Good for plants, helps them grow.",6032,20,Compost.png,8.0,2000.0
18.0,True,Compost potion(1),Pour this on compost to turn it into super-compost.,6476,30,Compost potion(1).png,12.0,50.0
36.0,True,Compost potion(2),Pour this on compost to turn it into super-compost.,6474,60,Compost potion(2).png,24.0,50.0
54.0,True,Compost potion(3),Pour this on compost to turn it into super-compost.,6472,90,Compost potion(3).png,36.0,50.0
72.0,True,Compost potion(4),Pour this on compost to turn it into super-compost.,6470,120,Compost potion(4).png,48.0,50.0
4800000.0,True,Condensed gold,The gold standard of gold.,26266,8000000,Condensed gold.png,3200000.0,
2.0,False,Cooked chicken,Mmm this looks tasty.,2140,4,Cooked chicken.png,1.0,6000.0
78.0,True,Cooked chompy,It might look delicious to an ogre.,2878,130,Cooked chompy.png,52.0,6000.0
51.0,True,Cooked chompy (roasted),Roasted chompy bird.,7228,85,Cooked chompy (roasted).png,34.0,100.0
30.0,True,Cooked crab meat,Nice and tasty!,7521,50,Cooked crab meat 5.png,20.0,6000.0
90.0,True,Cooked jubbly,Lovely Jubbly!,7568,150,Cooked jubbly.png,60.0,10000.0
150.0,True,Cooked karambwan,Cooked octopus. It looks very nutritious.,3144,250,Cooked karambwan.png,100.0,10000.0
2.0,False,Cooked meat,Mmm this looks tasty.,2142,4,Cooked meat.png,1.0,6000.0
1.0,True,Cooked mystery meat,I don't want to think about what kind of meat it is.,24785,1,Cooked mystery meat.png,1.0,
21.0,True,Cooked oomlie wrap,Deliciously cooked oomlie meat in a palm leaf pouch.,2343,35,Cooked oomlie wrap.png,14.0,15.0
2.0,True,Cooked rabbit,Mmm this looks tasty.,3228,4,Cooked rabbit.png,1.0,6000.0
1.0,True,Cooked slimy eel,"A cooked slimy eel - not delicious, but pretty nutritious.",3381,1,Cooked slimy eel.png,1.0,6000.0
5.0,True,Cooked sweetcorn,Delicious cooked sweetcorn.,5988,9,Cooked sweetcorn.png,3.0,11000.0
1.0,False,Cooking apple,Keeps the doctor away.,1955,1,Cooking apple.png,1.0,13000.0
1.0,False,Copper ore,This needs refining.,436,3,Copper ore.png,1.0,13000.0
1.0,False,Cornflour,It's cornflour.,7466,1,Cornflour.png,1.0,15.0
1.0,True,Corrupted armadyl godsword,"A beautiful, heavy sword.",28537,1,Corrupted armadyl godsword.png,1.0,
1.0,True,Corrupted dragon claws,A set of fighting claws.,28534,1,Corrupted dragon claws.png,1.0,
1.0,True,Corrupted scythe of vitur (uncharged),A powerful scythe. It is currently uncharged.,28545,1,Corrupted scythe of vitur (uncharged).png,1.0,
1.0,True,Corrupted tumeken's shadow (uncharged),An ancient staff created using a higher power.,28549,1,Corrupted tumeken's shadow (uncharged).png,1.0,
1.0,True,Corrupted twisted bow,A mystical bow carved from the twisted remains of the Great Olm.,28540,1,Corrupted twisted bow.png,1.0,
1.0,True,Corrupted voidwaker,A truly fearsome weapon.,28531,1,Corrupted voidwaker.png,1.0,
30.0,False,Cosmic rune,Used for enchant spells.,564,50,Cosmic rune.png,20.0,18000.0
2.0,True,Cosmic talisman,A mysterious power emanates from the talisman...,1454,4,Cosmic talisman.png,1.0,11000.0
60.0,True,Cosmic tiara,A tiara infused with the properties of the cosmos.,5539,100,Cosmic tiara.png,40.0,40.0
1.0,False,Cowhide,I should take this to the tannery.,1739,2,Cowhide.png,1.0,13000.0
72000.0,True,Craw's bow (u),This bow once belonged to a formidable follower of Armadyl.,22547,120000,Craw's bow (u).png,48000.0,8.0
120.0,True,Cream boots,"They're soft, silky and cream.",632,200,Cream boots.png,80.0,150.0
96.0,True,Cream hat,A silly cream pointed hat.,662,160,Cream hat.png,64.0,150.0
108.0,True,Cream robe bottoms,Made by Tree Gnomes with a thing for cream.,652,180,Cream robe bottoms.png,72.0,150.0
108.0,True,Cream robe top,"The ultimate in gnome design, now in cream!",642,180,Cream robe top.png,72.0,150.0
3000.0,True,Crier bell,For whom?,20243,5000,Crier bell.png,2000.0,4.0
3000.0,True,Crier coat,Don't shoot the messenger!,20240,5000,Crier coat.png,2000.0,4.0
3000.0,True,Crier hat,Hear ye! Hear ye!,12319,5000,Crier hat.png,2000.0,4.0
42.0,False,Crossbow,This fires crossbow bolts.,837,70,Crossbow.png,28.0,125.0
1.0,True,Crossbow string,A string for a crossbow.,9438,1,Crossbow string.png,1.0,11000.0
6.0,True,Crude chair (flatpack),How does it all fit in there?,8496,10,Crude chair (flatpack).png,4.0,500.0
6.0,True,Crunchy tray,A shallow tray used for baking crunchies in.,2165,10,Crunchy tray.png,4.0,40.0
120.0,True,Crushed nest,A crushed bird's nest.,6693,200,Crushed nest.png,80.0,11000.0
30.0,True,Crushed superior dragon bones,Ground up superior dragon bones.,21975,50,Crushed superior dragon bones.png,20.0,11000.0
1.0,False,Crystal 2h axe,A woodcutter's axe.,28220,1,Crystal 2h axe.png,1.0,
1.0,False,Crystal 2h axe (inactive),A woodcutter's axe.,28223,1,Crystal 2h axe (inactive).png,1.0,
300000.0,True,Crystal armour seed,A seed to be sung into the finest crystal armour.,23956,500000,Crystal armour seed.png,200000.0,100.0
6.0,True,Crystal ball (flatpack),How does it all fit in there?,8624,10,Crystal ball (flatpack).png,4.0,500.0
18000.0,True,Crystal grail,Smells of victory.,24000,30000,Crystal grail.png,12000.0,
90.0,True,Crystal key,A mysterious key for a mysterious chest.,989,150,Crystal key.png,60.0,11000.0
6.0,True,Crystal of power (flatpack),How does it all fit in there?,8628,10,Crystal of power (flatpack).png,4.0,500.0
300000.0,True,Crystal tool seed,A seed to be sung into the best tools of the craft.,23953,500000,Crystal tool seed.png,200000.0,100.0
1.0,True,Crystal weapon seed,A seed to be sung into the finest crystal weapons.,4207,1,Crystal weapon seed.png,1.0,70.0
6.0,True,Cup of hot water,It's hot!,4460,10,Cup of hot water.png,4.0,13000.0
6.0,True,Cup of tea,A nice cup of tea.,1978,10,Cup of tea.png,4.0,2000.0
6.0,True,Cup of water,A cup of water.,4458,10,Cup of water.png,4.0,13000.0
60.0,True,Cured yak-hide,Ready to be cut and sewn into armour.,10820,100,Cured yak-hide.png,40.0,13000.0
12.0,True,Curry,It's a spicy hot curry.,2011,20,Curry.png,8.0,10000.0
11.0,True,Curry leaf,I could make a spicy curry with this.,5970,19,Curry leaf.png,7.0,11000.0
1.0,True,Curry sapling,This sapling is ready to be replanted in a fruit tree patch.,5499,1,Curry sapling.png,1.0,200.0
23.0,True,Curry tree seed,Plant in a plantpot of soil to grow a sapling.,5286,39,Curry tree seed 5.png,15.0,200.0
3000.0,True,Cyclops head,You'd expect this to interfere with your 3D vision.,19915,5000,Cyclops head.png,2000.0,4.0
90.0,True,Dagannoth bones,These would feed a dogfish for months!,6729,150,Dagannoth bones.png,60.0,7500.0
36.0,True,Dagannoth hide,A sturdy piece of dagannoth hide.,6155,60,Dagannoth hide.png,24.0,11000.0
10200.0,True,Dagon'hai hat,A hat worn by members of the Dagon'hai.,24288,17000,Dagon'hai hat.png,6800.0,
54000.0,True,Dagon'hai robe bottom,A robe worn by members of the Dagon'hai.,24294,90000,Dagon'hai robe bottom.png,36000.0,
84000.0,True,Dagon'hai robe top,A robe worn by members of the Dagon'hai.,24291,140000,Dagon'hai robe top.png,56000.0,
130200.0,True,Dagon'hai robes set,"A set containing a Dagon'hai hat, robe top and robe bottom.",24333,217000,Dagon'hai robes set.png,86800.0,
1.0,True,Damaged monkey tail,"Smells like the north end of a southbound monkey, because it is.",19665,2,Damaged monkey tail.png,1.0,13000.0
1.0,True,Dareeyak teleport (tablet),"A teleport to Dareeyak, in level 23 Wilderness.",12777,1,Dareeyak teleport (tablet).png,1.0,10000.0
72001.0,True,Dark bow,A bow from a darker dimension.,11235,120002,Dark bow.png,48000.0,8.0
3000.0,True,Dark bow tie,Bow ties are cool.,19970,5000,Dark bow tie.png,2000.0,4.0
120.0,True,Dark cavalier,All for one and one for all!,2641,200,Dark cavalier.png,80.0,4.0
192.0,True,Dark crab,This looks tricky to eat.,11936,320,Dark crab.png,128.0,10000.0
1.0,True,Dark fishing bait,What on earth would eat this?,11940,3,Dark fishing bait.png,1.0,8000.0
3000.0,True,Dark infinity colour kit,Use on infinity pieces to recolour them!,12528,5000,Dark infinity colour kit.png,2000.0,4.0
126.0,True,Dark kebbit fur,"Sleek, silent and furry.",10115,210,Dark kebbit fur.png,84.0,10000.0
3600.0,True,Dark trousers,Dark tuxedo trousers with white stockings.,19964,6000,Dark trousers.png,2400.0,4.0
1800.0,True,Dark tuxedo cuffs,Linked tuxedo cuffs with a dark trim.,19961,3000,Dark tuxedo cuffs.png,1200.0,4.0
6000.0,True,Dark tuxedo jacket,A dark tuxedo jacket with a white shirt.,19958,10000,Dark tuxedo jacket.png,4000.0,4.0
1800.0,True,Dark tuxedo shoes,Dark shoes to match your dark tuxedo.,19967,3000,Dark tuxedo shoes.png,1200.0,4.0
162.0,True,Dashing kebbit fur,Nature's equivalent of go-faster stripes.,10127,270,Dashing kebbit fur.png,108.0,10000.0
108.0,False,Death rune,Used for medium level missile spells.,560,180,Death rune.png,72.0,25000.0
2.0,True,Death talisman,A mysterious power emanates from the talisman...,1456,4,Death talisman.png,1.0,11000.0
60.0,True,Death tiara,A tiara infused with the properties of death.,5547,100,Death tiara.png,40.0,40.0
1380.0,True,Deerstalker,Elementary!,12540,2300,Deerstalker.png,920.0,4.0
36.0,True,Defence mix(1),One dose of fishy Defence potion.,11459,60,Defence mix(1).png,24.0,2000.0
54.0,True,Defence mix(2),Two doses of fishy Defence potion.,11457,90,Defence mix(2).png,36.0,2000.0
36.0,True,Defence potion(1),1 dose of Defence potion.,137,60,Defence potion(1).png,24.0,2000.0
54.0,True,Defence potion(2),2 doses of Defence potion.,135,90,Defence potion(2).png,36.0,2000.0
72.0,True,Defence potion(3),3 doses of Defence potion.,133,120,Defence potion(3).png,48.0,2000.0
90.0,True,Defence potion(4),4 doses of Defence potion.,2432,150,Defence potion(4).png,60.0,2000.0
600.0,False,Demon feet,Vicious demon slippers.,23294,1000,Demon feet.png,400.0,4.0
12.0,True,Desert boots,Comfortable desert shoes.,1837,20,Desert boots.png,8.0,150.0
12.0,True,Desert camo legs,These should make me harder to spot in desert areas.,10063,20,Desert camo legs.png,8.0,150.0
12.0,True,Desert camo top,This should make me harder to spot in desert areas.,10061,20,Desert camo top.png,8.0,150.0
10.0,True,Desert devil fur,Sandy coloured kebbit fur.,10123,17,Desert devil fur.png,6.0,10000.0
7.0,True,Desert goat horn,Not much good for blowing.,9735,12,Desert goat horn.png,4.0,13000.0
15.0,True,Desert legs,Better than factor 50 sun cream.,6390,25,Desert legs.png,10.0,150.0
24.0,True,Desert robe,"A cool, light desert robe.",1835,40,Desert robe.png,16.0,150.0
15.0,True,Desert robes,Has a coarse hard wearing texture.,6386,25,Desert robes.png,10.0,150.0
24.0,True,Desert shirt,"A cool, light desert shirt.",1833,40,Desert shirt.png,16.0,150.0
9.0,True,Desert top,A bit itchy.,6384,15,Desert top.png,6.0,150.0
21.0,True,Desert top (overcoat),Good for those cold desert nights.,6388,35,Desert top (overcoat).png,14.0,150.0
12000.0,True,Devout boots,A pair of Devout Boots.,22954,20000,Devout boots.png,8000.0,70.0
48000.0,True,Dexterous prayer scroll,Scrawled words that can invoke the power of the gods.,21034,80000,Dexterous prayer scroll.png,32000.0,5.0
240000.0,True,Dharok's armour set,"A set containing a Dharok's helm, platelegs, platebody and greataxe.",12877,400000,Dharok's armour set.png,160000.0,8.0
124800.0,True,Dharok's greataxe,Dharok the Wretched's greataxe.,4718,208000,Dharok's greataxe.png,83200.0,15.0
124800.0,True,Dharok's greataxe 0,Dharok the Wretched's greataxe.,4890,208000,Dharok's greataxe 0.png,83200.0,15.0
61800.0,True,Dharok's helm,Dharok the Wretched's helm.,4716,103000,Dharok's helm.png,41200.0,15.0
61800.0,True,Dharok's helm 0,Dharok the Wretched's helm.,4884,103000,Dharok's helm 0.png,41200.0,15.0
168000.0,True,Dharok's platebody,Dharok the Wretched's platebody armour.,4720,280000,Dharok's platebody.png,112000.0,15.0
168000.0,True,Dharok's platebody 0,Dharok the Wretched's platebody armour.,4896,280000,Dharok's platebody 0.png,112000.0,15.0
165000.0,True,Dharok's platelegs,Dharok the Wretched's plate leg armour.,4722,275000,Dharok's platelegs.png,110000.0,15.0
165000.0,True,Dharok's platelegs 0,Dharok the Wretched's plate leg armour.,4902,275000,Dharok's platelegs 0.png,110000.0,15.0
1200.0,False,Diamond,This looks valuable.,1601,2000,Diamond.png,800.0,11000.0
2115.0,False,Diamond amulet,I wonder if I can get this enchanted.,1700,3525,Diamond amulet.png,1410.0,10000.0
2115.0,False,Diamond amulet (u),It needs a string so I can wear it.,1681,3525,Diamond amulet (u).png,1410.0,10000.0
79.0,True,Diamond bolt tips,Diamond bolt tips.,9192,133,Diamond bolt tips 5.png,53.0,11000.0
115.0,True,Diamond bolts,Diamond tipped Adamantite crossbow bolts.,9340,192,Diamond bolts 5.png,76.0,11000.0
126.0,True,Diamond bolts (e),Enchanted Diamond tipped Adamantite Crossbow Bolts.,9243,211,Diamond bolts (e) 5.png,84.0,11000.0
2295.0,True,Diamond bracelet,I wonder if this is valuable.,11092,3825,Diamond bracelet.png,1530.0,10000.0
510.0,True,Diamond dragon bolts,"Dragon crossbow bolts, tipped with diamond.",21969,850,Diamond dragon bolts 5.png,340.0,11000.0
528.0,True,Diamond dragon bolts (e),"Enchanted Dragon crossbow bolts, tipped with diamond.",21946,880,Diamond dragon bolts (e) 5.png,352.0,11000.0
2205.0,False,Diamond necklace,I wonder if this is valuable.,1662,3675,Diamond necklace.png,1470.0,18000.0
2115.0,False,Diamond ring,A valuable ring.,1643,3525,Diamond ring.png,1410.0,10000.0
6.0,True,Digsite teleport,Teleports you to the Digsite.,12403,10,Digsite teleport.png,4.0,10000.0
336000.0,True,Dinh's bulwark,Is it... looking at me?,21015,560000,Dinh's bulwark.png,224000.0,8.0
72.0,False,Disk of returning,Used to get out of Thordur's blackhole.,981,120,Disk of returning.png,48.0,50.0
1.0,True,Divine bastion potion(1),1 dose of divine bastion potion.,24644,1,Divine bastion potion(1).png,1.0,2000.0
1.0,True,Divine bastion potion(2),2 doses of divine bastion potion.,24641,1,Divine bastion potion(2).png,1.0,2000.0
1.0,True,Divine bastion potion(3),3 doses of divine bastion potion.,24638,1,Divine bastion potion(3).png,1.0,2000.0
1.0,True,Divine bastion potion(4),4 doses of divine bastion potion.,24635,1,Divine bastion potion(4).png,1.0,2000.0
1.0,True,Divine battlemage potion(1),1 dose of divine battlemage potion.,24632,1,Divine battlemage potion(1).png,1.0,2000.0
1.0,True,Divine battlemage potion(2),2 doses of divine battlemage potion.,24629,1,Divine battlemage potion(2).png,1.0,2000.0
1.0,True,Divine battlemage potion(3),3 doses of divine battlemage potion.,24626,1,Divine battlemage potion(3).png,1.0,2000.0
1.0,True,Divine battlemage potion(4),4 doses of divine battlemage potion.,24623,1,Divine battlemage potion(4).png,1.0,2000.0
24.0,True,Divine magic potion(1),1 dose of divine magic potion.,23754,40,Divine magic potion(1).png,16.0,2000.0
54.0,True,Divine magic potion(2),2 doses of divine magic potion.,23751,90,Divine magic potion(2).png,36.0,2000.0
102.0,True,Divine magic potion(3),3 doses of divine magic potion.,23748,170,Divine magic potion(3).png,68.0,2000.0
150.0,True,Divine magic potion(4),4 doses of divine magic potion.,23745,250,Divine magic potion(4).png,100.0,2000.0
24.0,True,Divine ranging potion(1),1 dose of divine ranging potion.,23742,40,Divine ranging potion(1).png,16.0,2000.0
54.0,True,Divine ranging potion(2),2 doses of divine ranging potion.,23739,90,Divine ranging potion(2).png,36.0,2000.0
102.0,True,Divine ranging potion(3),3 doses of divine ranging potion.,23736,170,Divine ranging potion(3).png,68.0,2000.0
150.0,True,Divine ranging potion(4),4 doses of divine ranging potion.,23733,250,Divine ranging potion(4).png,100.0,2000.0
24.0,True,Divine super attack potion(1),1 dose of divine super attack potion.,23706,40,Divine super attack potion(1).png,16.0,2000.0
54.0,True,Divine super attack potion(2),2 doses of divine super attack potion.,23703,90,Divine super attack potion(2).png,36.0,2000.0
102.0,True,Divine super attack potion(3),3 doses of divine super attack potion.,23700,170,Divine super attack potion(3).png,68.0,2000.0
150.0,True,Divine super attack potion(4),4 doses of divine super attack potion.,23697,250,Divine super attack potion(4).png,100.0,2000.0
24.0,True,Divine super combat potion(1),1 dose of divine super combat potion.,23694,40,Divine super combat potion(1).png,16.0,2000.0
54.0,True,Divine super combat potion(2),2 doses of divine super combat potion.,23691,90,Divine super combat potion(2).png,36.0,2000.0
102.0,True,Divine super combat potion(3),3 doses of divine super combat potion.,23688,170,Divine super combat potion(3).png,68.0,2000.0
150.0,True,Divine super combat potion(4),4 doses of divine super combat potion.,23685,250,Divine super combat potion(4).png,100.0,2000.0
24.0,True,Divine super defence potion(1),1 dose of divine super defence potion.,23730,40,Divine super defence potion(1).png,16.0,2000.0
54.0,True,Divine super defence potion(2),2 doses of divine super defence potion.,23727,90,Divine super defence potion(2).png,36.0,2000.0
102.0,True,Divine super defence potion(3),3 doses of divine super defence potion.,23724,170,Divine super defence potion(3).png,68.0,2000.0
150.0,True,Divine super defence potion(4),4 doses of divine super defence potion.,23721,250,Divine super defence potion(4).png,100.0,2000.0
24.0,True,Divine super strength potion(1),1 dose of divine super strength potion.,23718,40,Divine super strength potion(1).png,16.0,2000.0
